,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,Year,corn_yield_per_acre,corn_price_per_bushel,land_rental_price,corn_planted_acres,year,total_rain,rain_days,max_temp,min_temp,max_wind,too_cold_days,too_hot_days
12916,LEE,Lee,Lee County,51105,VA,VIRGINIA,36.7054,-83.1286,23723,2014,136.3,3.9,25.0,800,2014.0,0.0,0.0,89.6,41.0,,5.0,0.0
12917,LEE,Lee,Lee County,51105,VA,VIRGINIA,36.7054,-83.1286,23723,2014,136.3,3.9,20.0,800,2014.0,0.0,0.0,89.6,41.0,,5.0,0.0
12918,LEE,Lee,Lee County,51105,VA,VIRGINIA,36.7054,-83.1286,23723,2013,139.6,4.8,36.5,450,2013.0,0.0,0.0,91.4,33.8,,13.0,0.0
12919,LEE,Lee,Lee County,51105,VA,VIRGINIA,36.7054,-83.1286,23723,2013,139.6,4.8,21.5,450,2013.0,0.0,0.0,91.4,33.8,,13.0,0.0
12920,LEE,Lee,Lee County,51105,VA,VIRGINIA,36.7054,-83.1286,23723,2012,109.0,7.3,38.0,500,2012.0,0.0,0.0,102.2,35.6,,14.0,3.0
12921,LEE,Lee,Lee County,51105,VA,VIRGINIA,36.7054,-83.1286,23723,2012,109.0,7.3,22.5,500,2012.0,0.0,0.0,102.2,35.6,,14.0,3.0
12922,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2021,203.4,5.9,183.0,"2,080",2021.0,2.5000000000000004,15.0,105.98,37.04,,33.0,56.0
12923,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2021,203.4,5.9,25.0,"2,080",2021.0,2.5000000000000004,15.0,105.98,37.04,,33.0,56.0
12924,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2021,203.4,5.9,34.0,"2,080",2021.0,2.5000000000000004,15.0,105.98,37.04,,33.0,56.0
12925,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2020,197.0,4.8,193.0,"2,000",2020.0,0.4685039370078741,4.0,105.98,37.04,,43.0,27.0
12926,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2020,197.0,4.8,44.0,"2,000",2020.0,0.4685039370078741,4.0,105.98,37.04,,43.0,27.0
12927,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2019,227.3,4.47,183.0,"5,500",2019.0,0.2598425196850393,3.0,102.02,30.92,,30.0,28.0
12928,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2018,230.3,4.42,,"3,400",2018.0,0.3070866141732284,4.0,105.08,37.04,,28.0,27.0
12929,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2017,227.5,4.21,172.0,"3,200",2017.0,0.0,0.0,104.0,30.92,,39.0,39.0
12930,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2017,227.5,4.21,30.0,"3,200",2017.0,0.0,0.0,104.0,30.92,,39.0,39.0
12931,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2017,227.5,4.21,7.3,"3,200",2017.0,0.0,0.0,104.0,30.92,,39.0,39.0
12932,PAYETTE,Payette,Payette County,16075,ID,IDAHO,44.0067,-116.7608,23705,2016,221.2,4.44,167.0,"3,400",2016.0,0.011811023622047244,1.0,104.0,35.96,,40.0,23.0
12933,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2020,198.5,4.47,223.0,"203,500",2020.0,0.0,0.0,99.32,28.4,,33.0,10.0
12934,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2020,198.5,4.47,37.0,"203,500",2020.0,0.0,0.0,99.32,28.4,,33.0,10.0
12935,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2019,196.9,3.52,223.0,"200,000",2019.0,0.0,0.0,99.14,31.28,,26.0,4.0
12936,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2019,196.9,3.52,99.5,"200,000",2019.0,0.0,0.0,99.14,31.28,,26.0,4.0
12937,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2019,196.9,3.52,35.0,"200,000",2019.0,0.0,0.0,99.14,31.28,,26.0,4.0
12938,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2018,233.5,3.58,,"192,600",2018.0,0.0,0.0,98.78,37.94,,18.0,4.0
12939,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2016,206.9,3.32,222.0,"198,500",2016.0,0.0,0.0,96.98,32.36,,30.0,9.0
12940,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2016,206.9,3.32,97.5,"198,500",2016.0,0.0,0.0,96.98,32.36,,30.0,9.0
12941,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2016,206.9,3.32,38.0,"198,500",2016.0,0.0,0.0,96.98,32.36,,30.0,9.0
12942,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2015,212.0,3.57,,"189,500",2015.0,0.0,0.0,98.6,32.0,,21.0,5.0
12943,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2014,205.4,3.77,240.0,"184,800",2014.0,0.0,0.0,102.38,30.38,,27.0,2.0
12944,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2014,205.4,3.77,102.0,"184,800",2014.0,0.0,0.0,102.38,30.38,,27.0,2.0
12945,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2014,205.4,3.77,33.0,"184,800",2014.0,0.0,0.0,102.38,30.38,,27.0,2.0
12946,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2013,194.3,4.47,243.0,"207,200",2013.0,0.0,0.0,104.0,28.76,,16.0,18.0
12947,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2013,194.3,4.47,104.0,"207,200",2013.0,0.0,0.0,104.0,28.76,,16.0,18.0
12948,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2013,194.3,4.47,30.0,"207,200",2013.0,0.0,0.0,104.0,28.76,,16.0,18.0
12949,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2012,186.3,6.85,200.0,"204,700",2012.0,0.0,0.0,109.58,34.16,,42.0,20.0
12950,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2012,186.3,6.85,80.0,"204,700",2012.0,0.0,0.0,109.58,34.16,,42.0,20.0
12951,DAWSON,Dawson,Dawson County,31047,NE,NEBRASKA,40.8699,-99.8196,23638,2012,186.3,6.85,26.0,"204,700",2012.0,0.0,0.0,109.58,34.16,,42.0,20.0
12952,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2021,189.3,5.2,175.0,"67,900",2021.0,14.712598425196855,78.0,91.4,21.2,,27.0,0.0
12953,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2021,189.3,5.2,46.0,"67,900",2021.0,14.712598425196855,78.0,91.4,21.2,,27.0,0.0
12954,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2020,191.5,4.44,362.0,"65,100",2020.0,0.0,0.0,89.6,30.2,,20.0,0.0
12955,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2020,191.5,4.44,175.0,"65,100",2020.0,0.0,0.0,89.6,30.2,,20.0,0.0
12956,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2020,191.5,4.44,43.5,"65,100",2020.0,0.0,0.0,89.6,30.2,,20.0,0.0
12957,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2019,190.2,3.43,340.0,"60,900",2019.0,0.0,0.0,95.0,35.6,,16.0,0.0
12958,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2019,190.2,3.43,174.0,"60,900",2019.0,0.0,0.0,95.0,35.6,,16.0,0.0
12959,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2019,190.2,3.43,38.5,"60,900",2019.0,0.0,0.0,95.0,35.6,,16.0,0.0
12960,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2018,190.4,3.52,,"67,800",2018.0,0.0,0.0,95.0,35.6,,8.0,0.0
12961,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2017,169.4,3.3,169.0,"67,200",2017.0,0.0,0.0,93.2,37.4,,21.0,0.0
12962,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2017,169.4,3.3,41.5,"67,200",2017.0,0.0,0.0,93.2,37.4,,21.0,0.0
12963,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2016,187.2,3.28,343.0,"61,100",2016.0,0.0,0.0,89.6,32.0,,15.0,0.0
12964,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2016,187.2,3.28,199.0,"61,100",2016.0,0.0,0.0,89.6,32.0,,15.0,0.0
12965,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2016,187.2,3.28,44.5,"61,100",2016.0,0.0,0.0,89.6,32.0,,15.0,0.0
12966,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2015,160.3,3.46,,"61,300",2015.0,0.0,0.0,91.4,37.4,,16.0,0.0
12967,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2014,186.7,3.67,162.0,"68,900",2014.0,0.0,0.0,87.80000000000003,37.4,,19.0,0.0
12968,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2014,186.7,3.67,33.5,"68,900",2014.0,0.0,0.0,87.80000000000003,37.4,,19.0,0.0
12969,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2013,158.3,4.38,172.0,"67,600",2013.0,0.0,0.0,96.8,33.8,,21.0,1.0
12970,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2013,158.3,4.38,36.5,"67,600",2013.0,0.0,0.0,96.8,33.8,,21.0,1.0
12971,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2012,87.7,6.69,173.0,"63,300",2012.0,0.0,0.0,100.4,35.6,,17.0,9.0
12972,IOWA,Iowa,Iowa County,55049,WI,WISCONSIN,43.0005,-90.1354,23632,2012,87.7,6.69,40.0,"63,300",2012.0,0.0,0.0,100.4,35.6,,17.0,9.0
12973,GOOCHLAND,Goochland,Goochland County,51075,VA,VIRGINIA,37.722,-77.9156,23472,2013,115.4,4.8,38.5,"2,800",,,,,,,,
12974,GOOCHLAND,Goochland,Goochland County,51075,VA,VIRGINIA,37.722,-77.9156,23472,2013,115.4,4.8,24.5,"2,800",,,,,,,,
12975,GOOCHLAND,Goochland,Goochland County,51075,VA,VIRGINIA,37.722,-77.9156,23472,2012,97.1,7.3,37.0,"2,800",,,,,,,,
12976,ITAWAMBA,Itawamba,Itawamba County,28057,MS,MISSISSIPPI,34.28,-88.3613,23396,2021,149.1,5.25,54.0,"2,300",2021.0,37.91338582677164,62.0,98.06,48.02,,1.0,10.0
12977,ITAWAMBA,Itawamba,Itawamba County,28057,MS,MISSISSIPPI,34.28,-88.3613,23396,2020,144.0,4.03,41.0,860,2020.0,26.992125984251967,55.0,98.96,42.08,,7.0,12.0
12978,ITAWAMBA,Itawamba,Itawamba County,28057,MS,MISSISSIPPI,34.28,-88.3613,23396,2020,144.0,4.03,19.0,860,2020.0,26.992125984251967,55.0,98.96,42.08,,7.0,12.0
12979,ITAWAMBA,Itawamba,Itawamba County,28057,MS,MISSISSIPPI,34.28,-88.3613,23396,2016,71.7,3.74,29.0,"1,200",2016.0,15.385826771653544,49.0,98.06,46.04,,3.0,25.0
12980,ITAWAMBA,Itawamba,Itawamba County,28057,MS,MISSISSIPPI,34.28,-88.3613,23396,2015,93.8,4.01,,800,2015.0,29.669291338582664,46.0,98.06,44.96,,6.0,13.0
12981,ITAWAMBA,Itawamba,Itawamba County,28057,MS,MISSISSIPPI,34.28,-88.3613,23396,2014,141.0,4.24,48.0,"1,000",2014.0,23.40157480314961,42.0,96.98,44.06,,4.0,5.0
12982,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2019,103.5,4.2,20.0,"11,500",2019.0,0.0,0.0,98.78,52.34,,0.0,27.0
12983,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2019,103.5,4.2,13.0,"11,500",2019.0,0.0,0.0,98.78,52.34,,0.0,27.0
12984,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2017,94.8,3.7,13.0,"13,000",2017.0,0.0,0.0,100.58,43.34,,1.0,25.0
12985,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2016,72.0,3.71,24.0,"16,400",2016.0,0.0,0.0,102.74,48.56,,1.0,29.0
12986,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2016,72.0,3.71,11.5,"16,400",2016.0,0.0,0.0,102.74,48.56,,1.0,29.0
12987,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2015,34.3,4.2,,"8,100",2015.0,1.6496062992125988,3.0,103.46,57.2,,0.0,29.0
12988,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2014,81.0,4.42,26.0,"13,700",2014.0,0.0,0.0,98.6,42.98,,4.0,14.0
12989,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2014,81.0,4.42,12.0,"13,700",2014.0,0.0,0.0,98.6,42.98,,4.0,14.0
12990,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2013,82.0,5.14,18.0,"10,000",2013.0,0.0,0.0,94.46,65.12,,0.0,0.0
12991,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2013,82.0,5.14,11.0,"10,000",2013.0,0.0,0.0,94.46,65.12,,0.0,0.0
12992,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2012,112.4,7.12,22.5,"5,900",,,,,,,,
12993,LIMESTONE,Limestone,Limestone County,48293,TX,TEXAS,31.5455,-96.5805,23364,2012,112.4,7.12,11.0,"5,900",,,,,,,,
12994,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2018,98.8,3.72,,"4,200",2018.0,0.0,0.0,94.28,32.0,,48.0,0.0
12995,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2017,133.8,3.46,65.0,"6,500",2017.0,0.0,0.0,93.74,22.28,,60.0,0.0
12996,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2016,130.5,3.44,55.0,"5,900",2016.0,0.0,0.0,90.14,28.58,,58.0,0.0
12997,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2016,130.5,3.44,30.0,"5,900",2016.0,0.0,0.0,90.14,28.58,,58.0,0.0
12998,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2014,130.0,3.65,45.0,"8,000",2014.0,0.0,0.0,85.28,26.6,,73.0,0.0
12999,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2014,130.0,3.65,40.0,"8,000",2014.0,0.0,0.0,85.28,26.6,,73.0,0.0
13000,OSCEOLA,Osceola,Osceola County,26133,MI,MICHIGAN,43.9898,-85.3252,23323,2012,134.9,6.69,35.5,"8,900",2012.0,0.0,0.0,96.44,28.22,,60.0,3.0
13001,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2016,113.3,3.9,19.0,540,2016.0,0.0,0.0,96.8,42.8,,5.0,2.0
13002,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2016,113.3,3.9,13.0,540,2016.0,0.0,0.0,96.8,42.8,,5.0,2.0
13003,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2015,125.4,3.95,,610,2015.0,0.0,0.0,95.0,46.4,,3.0,0.0
13004,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2014,118.9,3.85,22.5,900,2014.0,0.0,0.0,96.8,44.6,,5.0,2.0
13005,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2014,118.9,3.85,11.5,900,2014.0,0.0,0.0,96.8,44.6,,5.0,2.0
13006,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2013,136.5,4.7,17.5,850,2013.0,0.0,0.0,96.8,32.0,,11.0,1.0
13007,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2013,136.5,4.7,10.0,850,2013.0,0.0,0.0,96.8,32.0,,11.0,1.0
13008,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2012,107.8,7.2,13.5,900,,,,,,,,
13009,HAMPSHIRE,Hampshire,Hampshire County,54027,WV,WEST VIRGINIA,39.3171,-78.6141,23304,2012,107.8,7.2,9.2,900,,,,,,,,
13010,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2020,115.4,4.72,,"1,180",2020.0,0.0,0.0,94.46,22.1,,52.0,0.0
13011,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2017,106.3,3.46,45.0,800,2017.0,0.0,0.0,91.4,23.9,,62.0,0.0
13012,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2017,106.3,3.46,18.0,800,2017.0,0.0,0.0,91.4,23.9,,62.0,0.0
13013,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2016,122.7,3.44,50.0,"1,100",2016.0,0.0,0.0,92.3,30.56,,58.0,0.0
13014,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2016,122.7,3.44,23.0,"1,100",2016.0,0.0,0.0,92.3,30.56,,58.0,0.0
13015,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2015,110.8,3.63,,"1,200",2015.0,0.0,0.0,91.4,27.5,,56.0,0.0
13016,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2014,135.4,3.65,22.0,"2,400",2014.0,0.0,0.0,91.04,29.84,,62.0,0.0
13017,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2013,100.0,4.18,23.0,"2,200",2013.0,0.0,0.0,92.84,26.06,,72.0,0.0
13018,ANTRIM,Antrim,Antrim County,26009,MI,MICHIGAN,44.9991,-85.1403,23301,2012,92.0,6.69,26.5,"3,500",2012.0,0.0,0.0,94.28,30.02,,59.0,0.0
13019,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2021,118.1,5.45,25.0,540,2021.0,20.255905511811022,85.0,96.98,41.0,,14.0,2.0
13020,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2021,118.1,5.45,24.0,540,2021.0,20.255905511811022,85.0,96.98,41.0,,14.0,2.0
13021,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2020,108.2,4.7,29.0,440,2020.0,0.0,0.0,93.2,35.6,,8.0,0.0
13022,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2020,108.2,4.7,19.0,440,2020.0,0.0,0.0,93.2,35.6,,8.0,0.0
13023,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2019,136.1,3.78,31.0,360,,,,,,,,
13024,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2019,136.1,3.78,24.0,360,,,,,,,,
13025,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2018,168.0,3.76,,450,,,,,,,,
13026,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2017,150.0,3.55,33.0,500,,,,,,,,
13027,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2017,150.0,3.55,25.0,500,,,,,,,,
13028,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2016,77.8,3.66,25.0,450,,,,,,,,
13029,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2016,77.8,3.66,21.0,450,,,,,,,,
13030,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2015,144.3,3.92,,700,,,,,,,,
13031,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2013,161.5,4.87,205.0,650,,,,,,,,
13032,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2013,161.5,4.87,47.0,650,,,,,,,,
13033,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2013,161.5,4.87,19.0,650,,,,,,,,
13034,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2012,100.0,7.28,200.0,600,,,,,,,,
13035,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2012,100.0,7.28,42.0,600,,,,,,,,
13036,GRAINGER,Grainger,Grainger County,47057,TN,TENNESSEE,36.2763,-83.5096,23268,2012,100.0,7.28,18.0,600,,,,,,,,
13037,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2021,155.9,5.35,197.0,"119,800",2021.0,21.0,61.0,100.4,32.0,,21.0,6.0
13038,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2021,155.9,5.35,190.0,"119,800",2021.0,21.0,61.0,100.4,32.0,,21.0,6.0
13039,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2020,187.3,4.52,217.0,"113,900",2020.0,0.0,0.0,96.8,32.0,,28.0,1.0
13040,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2020,187.3,4.52,174.0,"113,900",2020.0,0.0,0.0,96.8,32.0,,28.0,1.0
13041,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2019,164.6,3.26,180.0,"113,300",2019.0,0.0,0.0,96.8,33.8,,24.0,1.0
13042,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2017,186.7,3.18,212.0,"103,700",2017.0,0.0,0.0,93.2,41.0,,17.0,0.0
13043,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2017,186.7,3.18,175.0,"103,700",2017.0,0.0,0.0,93.2,41.0,,17.0,0.0
13044,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2016,183.3,3.21,232.0,"119,400",2016.0,0.0,0.0,91.4,33.8,,19.0,0.0
13045,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2016,183.3,3.21,178.0,"119,400",2016.0,0.0,0.0,91.4,33.8,,19.0,0.0
13046,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2015,185.7,3.37,,"112,800",2015.0,0.0,0.0,93.2,33.8,,23.0,0.0
13047,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2014,145.4,3.58,235.0,"107,000",2014.0,0.0,0.0,91.4,33.8,,26.0,0.0
13048,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2014,145.4,3.58,200.0,"107,000",2014.0,0.0,0.0,91.4,33.8,,26.0,0.0
13049,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2013,154.4,4.3,168.0,"133,500",2013.0,0.0,0.0,95.0,30.2,,24.0,0.0
13050,MEEKER,Meeker,Meeker County,27093,MN,MINNESOTA,45.1231,-94.5273,23149,2012,168.7,6.67,169.0,"130,000",2012.0,0.0,0.0,98.6,30.2,,32.0,6.0
13051,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2021,197.9,5.45,185.0,"33,600",2021.0,23.08267716535433,93.0,89.6,30.2,,22.0,0.0
13052,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2020,191.5,4.65,186.0,"34,500",2020.0,0.0,0.0,89.6,26.6,,16.0,0.0
13053,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2019,177.3,3.84,181.0,"34,800",,,,,,,,
13054,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2018,198.6,3.78,,"36,500",,,,,,,,
13055,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2017,173.0,3.56,175.0,"31,500",,,,,,,,
13056,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2016,173.2,3.63,181.0,"35,500",,,,,,,,
13057,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2016,173.2,3.63,36.5,"35,500",,,,,,,,
13058,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2015,181.5,3.92,,"32,500",,,,,,,,
13059,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2014,187.4,3.75,180.0,"36,600",,,,,,,,
13060,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2013,172.2,4.47,159.0,"36,000",,,,,,,,
13061,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2012,74.9,7.23,159.0,"37,100",,,,,,,,
13062,FAYETTE,Fayette,Fayette County,18041,IN,INDIANA,39.6401,-85.1787,23068,2012,74.9,7.23,44.0,"37,100",,,,,,,,
13063,FRANKLIN,Franklin,Franklin County,13119,GA,GEORGIA,34.3754,-83.2291,23015,2021,150.9,5.8,28.5,470,,,,,,,,
13064,FRANKLIN,Franklin,Franklin County,13119,GA,GEORGIA,34.3754,-83.2291,23015,2021,150.9,5.8,29.0,470,,,,,,,,
